carat,cut,color,clarity,depth,table,price
0.33,Premium,J,VS2,59.6,61.0,450
0.25,Very Good,H,VVS1,60.1,62.0,450
0.25,Ideal,H,VVS1,62.5,56.0,450
0.25,Premium,H,VVS1,59.8,59.0,450
0.25,Very Good,G,VVS1,63.7,54.0,451
0.27,Ideal,H,VS2,61.7,56.0,451
0.33,Ideal,J,VS1,61.6,54.0,451
0.39,Ideal,J,SI2,62.6,54.0,451
0.37,Ideal,J,SI1,62.2,53.0,451
0.28,Very Good,E,VS1,59.0,60.0,452
0.28,Very Good,E,VS1,61.4,60.0,452
0.35,Ideal,E,VS2,61.5,55.0,767
0.35,Premium,F,VS1,60.7,58.0,767
0.35,Premium,E,VS2,60.7,60.0,767
0.35,Premium,E,VS2,60.9,59.0,767
0.35,Premium,E,VS2,59.5,58.0,767
0.35,Ideal,E,VS2,62.4,57.0,767
0.32,Ideal,E,VS2,61.8,54.0,768
0.32,Ideal,E,VS2,61.4,56.0,768
0.38,Ideal,I,VVS2,62.0,54.5,768
0.37,Ideal,I,VVS1,60.6,57.0,768
0.38,Ideal,G,VS2,61.5,54.4,768
0.38,Ideal,G,VS2,62.1,54.5,768
0.37,Ideal,E,VS2,60.1,59.0,768
0.38,Ideal,H,VS1,62.2,53.7,768
0.33,Ideal,E,VS1,61.7,54.0,768
0.26,Ideal,F,IF,60.9,55.0,768
0.32,Premium,E,VS2,61.6,59.0,768
0.32,Ideal,E,VS2,62.1,55.0,768
0.41,Very Good,F,SI1,61.9,55.0,769
0.4,Premium,F,SI1,61.7,59.0,769
0.32,Ideal,E,VS2,60.8,57.0,769
0.26,Very Good,E,VVS2,63.1,59.0,769
0.26,Ideal,F,VVS1,62.4,56.0,769
0.26,Ideal,F,VVS2,61.6,57.0,769
0.26,Ideal,F,VVS2,62.5,56.0,769
0.26,Ideal,F,VVS1,61.6,57.0,769
0.26,Ideal,E,VVS1,62.0,56.0,769
0.26,Premium,E,VVS1,61.7,59.0,769
0.26,Premium,E,VVS1,61.8,58.0,769
0.26,Ideal,E,VVS2,62.3,57.0,769
0.26,Ideal,E,VVS2,61.5,56.0,769
0.26,Ideal,E,VVS2,62.0,56.0,769
0.26,Ideal,E,VVS2,62.2,56.0,769
0.26,Ideal,E,VVS1,61.7,57.0,769
0.26,Premium,E,VVS1,62.9,58.0,769
0.26,Premium,E,VVS1,62.3,60.0,769
0.26,Ideal,D,VVS2,62.5,56.0,769
0.26,Ideal,D,VVS2,61.4,56.0,769
0.33,Very Good,E,VVS1,63.2,53.0,770
0.4,Very Good,H,VS1,61.8,53.0,770
0.4,Very Good,E,VS2,59.4,58.0,770
0.4,Ideal,I,VVS2,61.6,56.0,770
0.4,Ideal,I,VS2,61.7,57.0,770
0.4,Ideal,H,SI1,61.7,56.0,770
0.36,Premium,F,SI1,60.3,58.0,770
0.36,Ideal,F,SI1,60.1,56.0,770
0.36,Ideal,F,SI1,61.5,57.0,770
0.38,Premium,F,SI2,61.0,61.0,770
0.36,Ideal,F,SI1,61.5,56.0,770
0.36,Premium,F,SI1,61.5,58.0,770
0.36,Premium,F,SI1,61.6,60.0,770
0.36,Premium,F,SI1,61.1,59.0,770
0.36,Premium,F,SI1,61.1,59.0,770
0.36,Premium,F,SI1,61.9,59.0,770
0.36,Ideal,F,SI1,62.0,56.0,770
0.36,Premium,F,SI1,62.3,59.0,770
0.5,Premium,F,I1,60.5,60.0,770
0.31,Premium,G,VS1,59.9,59.0,770
0.38,Premium,J,VS1,62.1,60.0,770
0.42,Very Good,I,VVS2,61.7,55.0,771
0.41,Premium,E,SI2,60.6,60.0,771
0.42,Ideal,I,VS1,61.7,54.0,771
0.42,Ideal,I,VS1,61.5,55.0,771
0.42,Ideal,I,VS1,61.5,56.0,771
0.35,Ideal,E,VS1,61.6,55.1,771
0.33,Ideal,E,VS1,61.5,56.2,771
0.33,Ideal,E,VS1,62.3,53.8,771
0.41,Ideal,D,SI1,60.7,55.0,771
0.38,Good,G,VS2,58.8,62.0,771
0.35,Very Good,D,VS1,63.0,57.0,771
0.3,Fair,D,VVS2,65.2,59.0,772
0.4,Very Good,J,VVS1,61.2,55.0,772
0.32,Very Good,G,VVS1,61.4,55.0,772
0.32,Very Good,G,VVS1,60.6,56.0,772
0.4,Very Good,G,VS2,61.9,59.0,772
0.33,Very Good,E,VS2,59.8,59.0,772
0.33,Very Good,F,VS1,59.1,60.0,772
0.31,Ideal,G,VVS1,61.4,57.0,772
0.31,Ideal,G,VVS1,62.5,56.0,772
0.31,Ideal,G,VVS1,60.8,56.0,772
0.31,Ideal,G,VVS1,62.5,56.0,772
0.31,Ideal,G,VVS1,62.3,56.0,772
0.31,Ideal,G,VVS1,61.4,56.0,772
0.31,Ideal,G,VVS1,62.4,56.0,772
0.4,Ideal,E,SI1,60.6,56.0,772
0.31,Ideal,H,IF,62.0,56.0,772
0.31,Ideal,H,IF,61.4,57.0,772
0.41,Good,E,VS2,58.1,59.0,772
0.35,Premium,D,SI1,61.5,58.0,772
0.35,Very Good,D,SI1,63.3,56.0,772
0.35,Ideal,D,SI1,62.1,57.0,772
0.41,Premium,G,VS2,60.7,59.0,772
0.4,Premium,D,SI1,60.8,59.0,772
0.4,Ideal,D,SI1,62.1,56.0,772
0.4,Ideal,D,SI1,60.8,57.0,772
0.44,Premium,G,SI1,61.1,59.0,772
0.4,Very Good,D,SI1,61.4,56.0,772
0.44,Very Good,G,SI1,61.6,61.0,772
0.44,Premium,G,SI1,61.9,58.0,772
0.4,Ideal,D,SI1,59.6,57.0,772
0.44,Premium,G,SI1,61.9,59.0,772
0.4,Premium,D,SI1,61.3,60.0,772
0.4,Ideal,D,SI1,62.0,56.0,772
0.4,Premium,D,SI1,59.9,60.0,772
0.4,Premium,D,SI1,61.6,58.0,772
0.44,Ideal,G,SI1,62.7,57.0,772
0.44,Premium,G,SI1,60.1,60.0,772
0.4,Premium,D,SI1,61.7,58.0,772
0.44,Ideal,G,SI1,61.5,57.0,772
0.4,Ideal,D,SI1,61.8,55.0,772
0.44,Premium,G,SI1,61.0,60.0,772
0.4,Premium,D,SI1,61.1,58.0,772
0.34,Ideal,F,VVS2,61.5,56.0,773
0.35,Ideal,H,VVS1,60.9,57.0,773
0.35,Ideal,H,VVS1,61.6,55.0,773
0.35,Ideal,E,VS1,61.1,55.0,773
0.32,Premium,H,VVS2,62.2,58.0,773
0.32,Ideal,G,VS1,60.7,56.0,773
0.32,Premium,G,VS1,61.2,62.0,773
0.32,Ideal,G,VS1,61.9,55.0,773
0.32,Premium,F,VS2,59.5,60.0,773
0.32,Premium,F,VS2,58.8,62.0,773
0.32,Premium,F,VS2,59.7,62.0,773
0.32,Very Good,F,VS2,63.3,57.0,773
0.32,Ideal,F,VS2,63.0,57.0,773
0.32,Ideal,F,VS2,61.9,55.0,773
0.42,Very Good,H,VS2,62.9,56.0,773
0.42,Premium,F,SI1,60.8,58.0,773
0.42,Very Good,E,SI1,62.8,59.0,773
0.42,Very Good,E,SI1,62.5,55.0,773
0.42,Very Good,F,SI1,62.7,55.0,773
0.42,Very Good,F,SI1,62.9,57.0,773
0.42,Ideal,F,SI1,62.0,57.0,773
0.42,Ideal,E,SI1,62.6,57.0,773
0.42,Premium,F,SI1,60.0,59.0,773
0.42,Ideal,E,SI1,61.5,55.0,773
0.42,Ideal,H,VS2,62.5,57.0,773
0.42,Very Good,H,VS2,62.1,57.0,773
0.42,Ideal,E,SI1,61.3,57.0,773
0.42,Very Good,E,SI1,62.3,58.0,773
0.42,Premium,E,SI1,62.7,59.0,773
0.42,Good,E,SI1,63.4,56.0,773
0.42,Premium,E,SI1,61.6,59.0,773
0.42,Premium,F,SI1,61.8,58.0,773
0.42,Ideal,E,SI1,62.3,57.0,773
0.42,Ideal,F,SI1,60.9,55.0,773
0.42,Very Good,E,SI1,62.7,57.0,773
0.42,Premium,F,SI1,61.5,58.0,773
0.42,Ideal,F,SI1,60.6,57.0,773
0.42,Ideal,I,VS1,62.0,55.0,773
0.36,Ideal,D,VS2,62.5,55.0,773
0.43,Very Good,J,VVS2,63.6,56.0,774
0.37,Very Good,G,VVS2,59.9,55.0,774
0.37,Very Good,H,VVS1,61.9,55.0,774
0.43,Very Good,G,SI1,58.9,60.0,774
0.3,Very Good,G,IF,61.4,58.0,774
0.31,Ideal,D,VS1,61.1,55.0,774
0.31,Ideal,D,VS1,61.9,53.0,774
0.43,Ideal,F,VS1,61.9,56.0,774
0.43,Very Good,D,SI1,61.0,57.0,774
0.43,Good,D,SI1,63.8,55.0,774
0.43,Ideal,D,SI1,62.5,55.0,774
0.43,Good,D,SI1,63.4,55.0,774
0.43,Premium,D,SI1,61.0,58.0,774
0.43,Premium,D,SI1,61.2,60.0,774
0.38,Very Good,G,VS2,62.5,56.0,775
0.31,Ideal,F,VVS2,61.5,56.0,775
0.36,Ideal,F,VS1,60.7,59.0,775
0.3,Ideal,E,VS1,62.2,54.0,775
0.3,Ideal,E,VS1,60.5,55.0,775
0.41,Ideal,J,VS1,62.2,55.0,775
0.41,Premium,F,SI2,59.0,58.0,775
0.4,Good,D,SI2,64.0,56.0,775
0.41,Premium,E,SI1,60.4,59.0,775
0.34,Ideal,G,VVS2,61.1,57.0,775
0.34,Premium,H,VVS1,61.2,60.0,775
0.34,Very Good,G,VVS2,61.2,59.0,775
0.34,Ideal,G,VVS2,61.6,56.0,775
0.34,Good,H,VVS1,63.2,58.0,775
0.34,Very Good,H,VVS1,62.9,57.0,775
0.34,Ideal,H,VVS1,61.8,57.0,775
0.34,Premium,G,VVS2,61.6,58.0,775
0.34,Ideal,G,VVS2,62.1,55.0,775
0.34,Ideal,G,VVS2,61.9,57.0,775
0.34,Very Good,E,VVS2,62.7,59.0,775
0.34,Very Good,G,VVS2,61.4,59.0,775
0.3,Good,E,VVS1,63.5,57.0,775
0.34,Ideal,G,VVS2,62.6,54.0,775
0.34,Very Good,G,VVS2,61.7,56.0,775
0.34,Ideal,H,VVS1,62.0,54.0,775
0.41,Premium,J,VVS1,62.2,59.0,775
0.41,Ideal,J,VVS1,61.2,57.0,775
0.41,Very Good,J,VVS1,60.1,58.0,775
0.41,Ideal,J,VVS1,62.0,57.0,775
0.34,Premium,H,VVS1,61.1,59.0,775
0.34,Premium,H,VVS1,61.5,60.0,775
0.36,Ideal,G,VVS2,61.6,57.0,776
0.36,Ideal,G,VVS2,62.3,56.0,776
0.36,Ideal,D,VS2,62.0,54.0,776
0.3,Ideal,F,VS2,60.9,56.0,776
0.3,Good,G,VS1,63.6,54.0,776
0.3,Premium,G,VS1,62.2,59.0,776
0.3,Ideal,F,VS2,61.6,57.0,776
0.3,Ideal,H,VVS2,61.2,57.0,776
0.3,Ideal,H,VVS2,61.3,57.0,776
0.3,Ideal,H,VVS2,61.5,57.0,776
0.3,Ideal,H,VVS2,61.7,54.0,776
0.3,Ideal,H,VVS2,60.4,56.0,776
0.3,Ideal,H,VVS2,61.1,55.0,776
0.3,Premium,H,VVS2,60.6,58.0,776
0.3,Ideal,H,VVS2,61.3,56.0,776
0.3,Ideal,H,VVS2,61.5,56.0,776
0.3,Premium,H,VVS2,60.8,58.0,776
0.3,Premium,H,VVS2,62.1,52.0,776
0.3,Premium,H,VVS2,60.8,60.0,776
0.3,Premium,H,VVS2,61.0,61.0,776
0.3,Ideal,H,VVS2,61.6,55.0,776
0.3,Premium,H,VVS2,62.0,58.0,776
0.3,Good,H,VVS2,63.6,56.0,776
0.3,Premium,H,VVS2,62.4,58.0,776
0.3,Premium,H,VVS2,61.5,58.0,776
0.3,Premium,H,VVS2,62.9,57.0,776
0.3,Ideal,H,VVS2,62.1,56.0,776
0.3,Very Good,H,VVS2,63.1,60.0,776
0.3,Good,H,VVS2,63.6,55.0,776
0.3,Ideal,H,VVS2,62.6,55.0,776
0.3,Very Good,H,VVS2,63.5,55.0,776
0.3,Ideal,H,VVS2,62.2,57.0,776
0.3,Very Good,H,VVS2,63.4,57.0,776
0.3,Ideal,H,VVS2,62.8,57.0,776
0.3,Premium,H,VVS2,63.0,56.0,776
0.3,Good,H,VVS2,63.7,55.0,776
0.3,Premium,G,VS1,59.6,59.0,776
0.3,Ideal,G,VS1,59.9,56.0,776
0.3,Premium,G,VS1,61.8,59.0,776
0.3,Premium,G,VS1,61.4,58.0,776
0.3,Premium,G,VS1,60.3,62.0,776
0.3,Premium,G,VS1,61.4,60.0,776
0.3,Ideal,G,VS1,62.0,54.0,776
0.3,Ideal,G,VS1,61.8,55.0,776
0.3,Ideal,G,VS1,61.4,55.0,776
0.3,Ideal,G,VS1,61.9,56.0,776
0.3,Ideal,G,VS1,61.7,57.0,776
0.3,Premium,G,VS1,61.9,59.0,776
0.3,Premium,G,VS1,60.0,60.0,776
0.3,Premium,G,VS1,61.8,60.0,776
0.3,Ideal,G,VS1,62.5,57.0,776
0.3,Premium,G,VS1,61.3,58.0,776
0.3,Premium,G,VS1,61.7,56.0,776
0.3,Ideal,G,VS1,61.4,57.0,776
0.3,Premium,G,VS1,62.3,59.0,776
0.3,Good,G,VS1,63.6,55.0,776
0.3,Premium,G,VS1,62.9,58.0,776
0.3,Ideal,G,VS1,62.2,55.0,776
0.3,Premium,G,VS1,62.2,59.0,776
0.3,Ideal,G,VS1,62.9,57.0,776
0.3,Premium,G,VS1,61.2,59.0,776
0.3,Premium,G,VS1,61.9,59.0,776
0.3,Ideal,G,VS1,61.5,56.0,776
0.3,Ideal,G,VS1,61.8,54.0,776
0.3,Ideal,G,VS1,62.6,57.0,776
0.3,Premium,G,VS1,62.9,60.0,776
0.3,Good,G,VS1,63.6,55.0,776
0.3,Very Good,G,VS1,63.3,56.0,776
0.3,Premium,G,VS1,62.8,58.0,776
0.3,Premium,G,VS1,62.5,55.0,776
0.3,Premium,G,VS1,62.1,60.0,776
0.3,Very Good,G,VS1,63.1,59.0,776
0.3,Good,G,VS1,63.8,55.0,776
0.3,Ideal,G,VS1,62.8,57.0,776
0.3,Very Good,G,VS1,63.1,56.0,776
0.3,Very Good,G,VS1,63.1,58.0,776
0.3,Premium,G,VS1,62.8,59.0,776
0.3,Premium,G,VS1,62.0,60.0,776
0.3,Ideal,G,VS1,62.8,57.0,776
0.3,Very Good,G,VS1,63.4,58.0,776
0.3,Good,G,VS1,63.6,57.0,776
0.3,Premium,G,VS1,62.9,60.0,776
0.3,Premium,G,VS1,62.4,58.0,776
0.3,Ideal,F,VS2,62.0,55.0,776
0.3,Ideal,F,VS2,62.0,54.0,776
0.3,Ideal,F,VS2,60.7,56.0,776
0.3,Premium,F,VS2,60.7,58.0,776
0.3,Ideal,F,VS2,61.4,57.0,776
0.3,Ideal,F,VS2,60.4,56.0,776
0.3,Premium,F,VS2,60.6,60.0,776
0.3,Ideal,F,VS2,61.8,57.0,776
0.3,Ideal,F,VS2,62.3,57.0,776
0.3,Ideal,F,VS2,61.9,55.0,776
0.3,Premium,F,VS2,60.4,58.0,776
0.3,Ideal,F,VS2,61.1,56.0,776
0.3,Ideal,F,VS2,61.3,55.0,776
0.3,Ideal,F,VS2,62.9,57.0,776
0.3,Ideal,F,VS2,60.7,57.0,776
0.3,Premium,F,VS2,61.4,60.0,776
0.3,Ideal,F,VS2,61.8,56.0,776
0.3,Premium,F,VS2,62.5,58.0,776
0.3,Ideal,F,VS2,61.6,57.0,776
0.3,Premium,F,VS2,61.6,58.0,776
0.3,Ideal,F,VS2,62.8,56.0,776
0.28,Very Good,D,VS1,62.2,61.0,452
0.3,Premium,G,SI2,62.7,55.0,452
0.31,Ideal,I,VS2,62.1,54.0,452
0.31,Ideal,I,VS2,61.6,57.0,452
0.31,Ideal,I,VS2,61.6,55.0,452
0.31,Ideal,I,VS2,61.4,55.0,452
0.31,Ideal,I,VS2,61.0,57.0,452
0.31,Ideal,I,VS2,62.0,54.0,452
0.31,Ideal,I,VS2,62.3,54.0,452
0.31,Ideal,I,VS2,61.6,55.0,452
0.25,Ideal,D,SI1,61.5,55.0,452
0.23,Good,D,VVS2,61.8,65.0,452
0.43,Premium,H,I1,62.0,59.0,452
0.26,Very Good,E,VS2,62.1,56.0,452
0.26,Ideal,F,VS1,60.9,57.0,452
0.26,Very Good,E,VS2,60.4,58.0,452
0.26,Ideal,D,VS1,62.0,55.0,452
0.26,Premium,F,VS1,59.5,58.0,452
0.26,Premium,E,VS1,60.1,60.0,452
0.26,Ideal,F,VS1,62.3,56.0,452
0.26,Ideal,E,VS1,61.8,55.0,452
0.26,Premium,E,VS1,61.9,58.0,452
0.3,Very Good,I,VS2,60.5,55.0,453
0.26,Very Good,E,VS2,59.2,58.0,453
0.26,Very Good,E,VS2,63.2,56.0,453
0.26,Very Good,F,VS2,58.7,59.0,453
0.26,Very Good,F,VS2,59.0,59.0,453
0.26,Very Good,F,VS2,62.4,58.0,453
0.26,Very Good,F,VS2,62.9,59.0,453
0.26,Very Good,F,VS1,59.5,58.0,453
0.3,Premium,F,VS2,61.1,59.0,776
0.3,Premium,F,VS2,62.2,58.0,776
0.3,Ideal,F,VS2,62.5,55.0,776
0.3,Ideal,F,VS2,62.7,57.0,776
0.3,Ideal,F,VS2,62.8,55.0,776
0.3,Premium,F,VS2,61.4,60.0,776
0.3,Premium,F,VS2,61.5,60.0,776
0.3,Ideal,F,VS2,62.9,57.0,776
0.3,Ideal,F,VS2,62.1,55.0,776
0.3,Ideal,F,VS2,62.9,57.0,776
0.3,Premium,F,VS2,62.5,58.0,776
0.3,Premium,F,VS2,62.2,60.0,776
0.3,Premium,F,VS2,62.8,58.0,776
0.3,Premium,F,VS2,62.8,58.0,776
0.3,Premium,F,VS2,62.7,58.0,776
0.3,Fair,F,VS2,65.4,55.0,776
0.3,Ideal,G,VS1,61.5,57.0,776
0.3,Premium,G,VS1,61.7,60.0,776
0.3,Ideal,G,VS1,62.3,56.0,776
0.3,Ideal,F,VVS1,61.9,57.0,776
0.28,Very Good,D,VVS2,62.2,52.0,777
0.42,Very Good,I,VS1,62.1,57.0,777
0.26,Ideal,D,VVS2,61.4,55.0,777
0.35,Ideal,D,VS2,62.1,54.0,777
0.42,Ideal,G,SI1,62.2,53.0,777
0.41,Ideal,J,IF,62.1,54.0,777
0.44,Good,D,SI1,58.8,62.0,777
0.37,Ideal,E,SI1,61.4,56.0,777
0.31,Ideal,D,VVS2,60.9,57.0,777
0.31,Very Good,F,VVS1,59.2,62.0,777
0.31,Ideal,D,VVS2,61.9,55.0,777
0.31,Ideal,D,VVS2,60.1,56.0,777
0.3,Ideal,D,VS2,61.8,55.0,778
0.3,Ideal,D,VS2,59.5,56.0,778
0.3,Ideal,D,VS2,61.0,55.0,778
0.38,Premium,J,VVS2,60.5,59.0,778
0.42,Premium,E,SI2,61.8,61.0,778
0.32,Very Good,F,VVS2,62.5,55.0,778
0.32,Very Good,F,VVS2,62.3,57.0,778
0.31,Very Good,G,VVS1,58.8,59.0,778
0.33,Very Good,D,VS2,60.0,62.0,778
0.41,Very Good,H,SI1,58.1,61.0,778
0.31,Very Good,H,IF,61.3,55.0,778
0.31,Ideal,H,VVS2,61.3,56.0,778
0.31,Ideal,G,VVS1,62.3,53.0,778
0.31,Ideal,G,VVS1,61.6,54.0,778
0.43,Ideal,H,VS2,62.3,54.0,778
0.38,Ideal,G,VS2,61.2,55.0,778
0.35,Ideal,I,IF,62.7,55.0,778
0.38,Premium,I,VS1,60.1,60.0,778
0.39,Premium,E,SI2,60.7,62.0,778
0.3,Ideal,E,VS1,62.5,56.0,778
0.44,Premium,E,SI1,62.3,58.0,778
0.31,Very Good,F,VVS1,59.4,57.0,779
0.32,Ideal,E,VVS2,61.3,57.0,779
0.32,Ideal,E,VVS2,62.1,53.0,779
0.32,Ideal,E,VVS2,60.4,59.0,779
0.3,Ideal,E,VVS2,62.2,54.4,779
0.3,Ideal,E,VVS2,61.7,53.8,779
0.3,Ideal,E,VVS2,62.3,54.1,779
0.32,Ideal,E,VVS2,61.3,54.0,779
0.31,Ideal,D,VVS2,61.9,56.0,779
0.32,Ideal,G,VVS1,60.3,58.0,779
0.32,Ideal,G,VVS1,61.7,56.0,779
0.31,Ideal,F,VVS1,60.4,59.0,779
0.31,Good,F,VS1,63.9,55.0,779
0.37,Very Good,E,VVS2,61.2,55.0,779
0.41,Very Good,D,VS2,62.8,58.0,779
0.36,Very Good,D,VS2,62.4,58.0,780
0.43,Ideal,I,VS2,62.1,57.0,780
0.34,Ideal,D,VS1,61.4,57.0,780
0.32,Ideal,D,VS1,60.3,57.0,780
0.35,Ideal,D,SI1,61.5,56.0,780
0.35,Ideal,D,SI1,61.1,56.0,780
0.3,Good,F,IF,64.3,53.0,780
0.28,Premium,E,VVS2,58.7,60.0,780
0.28,Ideal,D,VVS1,61.7,57.0,780
0.33,Premium,I,VVS1,61.9,60.0,780
0.33,Premium,I,VVS1,61.7,61.0,780
0.33,Premium,I,VVS1,62.5,61.0,780
0.33,Premium,D,SI1,60.3,58.0,780
0.33,Premium,D,SI1,60.0,59.0,780
0.33,Ideal,D,SI1,62.5,54.0,780
0.33,Ideal,D,SI1,61.3,56.0,780
0.33,Premium,D,SI1,60.1,59.0,780
0.33,Ideal,D,SI1,62.8,56.0,780
0.33,Ideal,D,SI1,62.7,55.0,780
0.33,Premium,D,SI1,61.5,60.0,780
0.33,Ideal,D,SI1,62.4,54.0,780
0.33,Ideal,D,SI1,62.8,55.0,780
0.33,Premium,D,SI1,60.4,60.0,780
0.32,Ideal,E,VS2,61.4,57.0,780
0.32,Good,E,VS2,57.0,60.0,780
0.36,Very Good,F,VS1,61.3,54.0,781
0.32,Ideal,F,VS2,61.4,55.0,781
0.32,Ideal,F,VS2,61.4,55.0,781
0.33,Ideal,D,VS2,62.1,56.0,781
0.33,Ideal,D,VS2,62.1,54.0,781
0.33,Ideal,D,VS2,61.8,56.0,781
0.33,Premium,D,VS2,60.7,58.0,781
0.33,Very Good,D,VS2,62.8,54.0,781
0.33,Very Good,E,VS1,61.6,56.0,781
0.33,Ideal,D,VS2,62.3,57.0,781
0.33,Ideal,E,VS1,59.6,56.0,781
0.33,Ideal,D,VS2,60.9,55.0,781
0.33,Ideal,D,VS2,61.9,53.0,781
0.33,Premium,E,VS1,60.9,58.0,781
0.33,Ideal,D,VS2,62.3,56.0,781
0.33,Ideal,D,VS2,62.6,56.0,781
0.33,Ideal,D,VS2,61.8,56.0,781
0.33,Premium,E,VS1,61.6,58.0,781
0.33,Ideal,D,VS2,62.5,55.0,781
0.33,Ideal,E,VS1,60.2,57.0,781
0.33,Ideal,D,VS2,60.7,57.0,781
0.33,Ideal,E,VS1,62.6,57.0,781
0.33,Premium,E,VS1,61.5,59.0,781
0.33,Ideal,D,VS2,61.9,57.0,781
0.33,Ideal,E,VS1,62.7,57.0,781
0.33,Ideal,D,VS2,60.9,55.0,781
0.33,Ideal,E,VS1,60.6,57.0,781
0.33,Ideal,D,VS2,62.1,56.0,781
0.33,Ideal,D,VS2,62.5,56.0,781
0.33,Ideal,D,VS2,61.9,56.0,781
0.33,Premium,D,VS2,61.2,58.0,781
0.33,Ideal,D,VS2,62.1,55.0,781
0.36,Ideal,D,VS1,61.8,55.0,781
0.4,Very Good,I,VVS2,63.7,58.0,782
0.35,Ideal,F,VS1,61.9,55.0,782
0.36,Ideal,E,VS1,60.9,57.0,782
0.47,Ideal,H,SI2,62.4,53.0,782
0.47,Ideal,H,SI2,61.8,54.0,782
0.3,Very Good,F,VVS1,61.8,55.0,783
0.36,Ideal,H,VVS1,62.0,54.0,783
0.25,Ideal,E,VVS1,62.3,53.0,783
0.43,Ideal,H,SI1,61.9,55.0,783
0.32,Ideal,H,IF,61.9,54.2,783
0.4,Good,G,VS1,63.4,56.0,783
0.39,Very Good,H,VVS2,62.4,57.0,784
0.37,Very Good,E,VS1,63.5,59.0,784
0.34,Very Good,E,VS1,62.3,53.0,784
0.42,Very Good,D,SI1,62.3,58.0,784
0.34,Ideal,F,VVS2,61.7,55.0,784
0.47,Ideal,G,SI2,61.3,56.0,784
0.47,Ideal,G,SI2,62.4,55.0,784
0.4,Good,F,VS2,62.2,61.0,784
0.41,Good,J,VS2,64.3,55.0,784
0.41,Premium,J,VS2,61.9,59.0,784
0.41,Very Good,J,VS2,63.4,56.0,784
0.41,Good,I,SI1,63.8,57.0,784
0.41,Very Good,G,SI2,63.4,58.0,784
0.41,Good,G,SI2,63.6,54.0,784
0.41,Premium,G,SI2,61.4,58.0,784
0.41,Premium,F,SI2,60.9,58.0,784
0.41,Ideal,I,VVS1,62.3,53.0,785
0.44,Very Good,G,SI1,60.3,58.0,786
0.3,Ideal,E,VVS2,60.9,57.0,786
0.36,Ideal,F,VS2,60.5,57.0,786
0.31,Ideal,G,IF,62.8,56.0,786
0.31,Premium,H,VVS1,61.8,59.0,786
0.31,Good,H,VVS1,63.7,56.0,786
0.32,Ideal,F,VVS2,61.2,57.0,786
0.4,Good,D,VS2,63.5,56.0,786
0.32,Ideal,G,VVS1,61.8,56.0,786
0.32,Ideal,F,VVS2,62.1,54.0,786
0.32,Ideal,F,VVS2,61.9,57.0,786
0.32,Very Good,F,VVS2,61.8,60.0,786
0.32,Ideal,F,VVS2,62.0,55.0,786
0.4,Good,D,VS2,63.2,57.0,786
0.4,Very Good,F,VS1,62.2,55.0,786
0.28,Very Good,F,IF,59.8,56.0,787
0.39,Ideal,I,VVS2,62.3,54.0,787
0.28,Ideal,F,VVS2,62.6,55.0,787
0.28,Ideal,F,VVS2,61.8,56.0,787
0.28,Ideal,F,VVS2,61.5,57.0,787
0.28,Ideal,F,VVS2,62.2,53.0,787
0.28,Ideal,F,VVS2,62.6,54.0,787
0.28,Ideal,E,VVS2,60.8,55.0,787
0.28,Ideal,E,VVS1,60.6,55.0,787
0.28,Ideal,E,VVS1,61.2,54.0,787
0.39,Ideal,G,VS2,62.2,53.9,787
0.38,Ideal,D,VS2,60.8,57.0,787
0.34,Ideal,D,VS1,61.2,58.0,787
0.47,Ideal,H,SI1,61.1,55.0,787
0.28,Ideal,F,IF,62.6,53.0,787
0.28,Ideal,F,IF,61.4,57.0,787
0.28,Ideal,F,IF,61.9,56.0,787
0.41,Ideal,H,SI2,61.7,56.0,787
0.41,Ideal,H,SI2,60.8,57.0,787
0.46,Good,F,SI2,64.0,57.0,787
0.3,Premium,G,VS1,62.5,59.0,787
0.37,Premium,G,VVS2,62.2,58.0,787
0.33,Very Good,H,IF,62.9,58.0,787
0.33,Very Good,H,IF,61.7,59.0,787
0.3,Good,D,VVS2,63.5,58.0,787
0.39,Very Good,G,VS2,62.4,56.0,787
0.39,Good,G,VS2,63.3,57.0,787
0.39,Very Good,H,VS1,61.7,57.0,787
0.39,Premium,G,VS2,61.2,60.0,787
0.39,Good,G,VS2,63.4,57.0,787
0.39,Very Good,I,VVS2,63.0,56.0,787
0.39,Very Good,G,VS2,60.4,61.0,787
0.39,Premium,G,VS2,62.3,59.0,787
0.39,Good,G,VS2,63.8,59.0,787
0.41,Very Good,H,VS1,61.5,55.0,788
0.42,Very Good,F,SI1,62.3,56.0,788
0.41,Ideal,I,VVS2,61.6,55.0,788
0.39,Ideal,H,VS2,61.6,56.0,788
0.41,Ideal,G,SI1,61.2,56.0,788
0.35,Ideal,H,VS1,62.0,56.0,788
0.35,Ideal,I,VVS2,62.3,57.0,788
0.35,Premium,H,VS1,61.3,59.0,788
0.35,Premium,H,VS1,62.6,59.0,788
0.35,Premium,H,VS1,62.6,58.0,788
0.35,Premium,H,VS1,61.7,59.0,788
0.35,Ideal,E,SI1,60.9,55.0,788
0.35,Premium,E,SI1,59.7,60.0,788
0.35,Ideal,E,SI1,61.0,57.0,788
0.35,Premium,E,SI1,61.2,58.0,788
0.35,Ideal,E,SI1,62.3,56.0,788
0.35,Premium,E,SI1,60.7,59.0,788
0.35,Ideal,E,SI1,61.2,57.0,788
